,title,videoId,viewCount,likeCount,dislikeCount,commentCount,videoDuration,Date
2,"""ftn@ `l~ Dff djl@""",6AEhg8kaaWw,38408,780,48,252,PT56M10S,2018-03-27T18:46:08.000Z
3,mlHdwn `ks ltyr,6UT9hV0N6HA,871,24,16,81,PT52M12S,2018-07-23T08:38:10.000Z
4,`n qrb: lsHr ldhy srq lbnk,q7KbHmBd2dg,1012101,4477,959,822,PT52M54S,2018-02-27T20:00:02.000Z
5,lfylm lwthy'qy: lkhlyl - byn lmstwTnyn,0i_Q55zC6jE,5698,39,40,36,PT52M5S,2018-07-10T20:51:32.000Z
6,lfylm lwthy'qy lymn: lHrb lkhfy@,avuMFUU-JCU,171072,1038,593,503,PT26M31S,2015-10-05T16:55:41.000Z
7,lfylm lwthy'qy: lhrwb mn 'wrwb,48WYgNiL1jk,135347,1731,241,1051,PT23M29S,2018-05-30T09:48:22.000Z
8,lfylm lwthy'qy: lkhlyl - slH lHy@,5JVuMmgmEHw,3987,57,5,15,PT52M24S,2018-07-18T09:50:40.000Z
9,"""bl qywd"" m` lsysy lswdny lmkhDrm lSdq lmhdy",tDkfxuwIEPo,3664,83,11,29,PT27M36S,2018-07-22T22:30:00.000Z
10,rjl Hrbw mn 'jl lmwSl,BUwJDIdX_bA,384546,6226,384,832,PT24M20S,2018-03-20T20:00:01.000Z
11,"lfylm lwthy'qy ""'slH@ lmrqb@ lshml@""",qV8IcI58iHM,175875,1526,311,299,PT46M32S,2017-06-30T17:37:36.000Z
12,m jdy@ thdydt yrn bGlq mDyq hrmz?,RYE0KOrcOEA,4771,38,8,21,PT51M40S,2018-07-10T12:01:52.000Z
13,lfylm lwthy'qy: lHml lmHZwr fy lmrt,YJERNlNlZWA,118489,292,250,191,PT42M25S,2015-11-03T11:52:39.000Z
14,lmshhd m` khld msh`l,zZOSuVBCty4,8461,109,30,52,PT40M48S,2018-05-25T09:12:23.000Z
15,lslsl@ lwthy'qy@ fr`n@ mSr lm`Srwn: nSr,YvZ_ngOvsgk,654209,3572,424,560,PT57M38S,2016-01-26T16:47:23.000Z
16,zdyd `dd lns llwty yqdmn `l~ khl` lHjb - btwqyt mSr,ZZVBI5BADWs,44479,255,101,259,PT27M31S,2015-04-03T10:16:57.000Z
17,kyf Zhr l'ltrs l'wl mr@ fy mSr wl~ 'yn nthw?,0CzMw8pLN-8,69932,1409,51,96,PT26M5S,2017-05-05T15:40:05.000Z
18,wthy'qy 'thyr lkrhy@ - `n ltHryD lmdhhby fy lqnwt l`rby@,n_NKgXGcxX8,245307,1507,92,120,PT47M45S,2014-03-18T18:51:38.000Z
19,lfylm lwthy'qy: jnwd sry'yl l`rb,t4XataZlQNI,615846,2800,2042,2669,PT49M29S,2016-11-08T19:59:17.000Z
20,jwrj Glwy fy bl qywd,g5yfdZcsg-k,20979,127,13,20,PT25M47S,2015-10-01T17:11:53.000Z
21,m mstqbl lljy'yn lswryyn fy 'lmny?,6XeiSJjTT9k,19982,311,52,0,PT51M41S,2018-07-10T16:23:28.000Z
22,lfnn@ lmSry@ rj ljdwy fy lmshhd,MCv3BlKGit4,11688,97,9,22,PT41M13S,2016-12-06T16:36:22.000Z
23,lfylm lwthy'qy: krd lkhlf@,SayA9j-y5ok,81375,343,48,255,PT36M34S,2015-09-28T19:28:07.000Z
24,lfylm lwthy'qy: DHy lshrf,3iiGOmGh_lY,25520,174,17,106,PT37M47S,2016-11-02T14:11:15.000Z
25,wthy'qy `n qrb: l`ml lSlH l`dw,3d4hGFm4Wmk,6698,50,4,2,PT25M46S,2018-04-04T16:52:55.000Z
26,lfylm lwthy'qy: Hdyth l`lwyyn,pJLVJnr3Dn4,689654,2767,1010,1685,PT43M12S,2015-05-20T15:38:32.000Z
27,y_by_sy_trndynG | #lsysy yrwy llmSryyn #Hky@_wTn wGmwD Hwl mqtl #`bd_l`zyz_ltwyjry,Cr5IEGTSsxc,8032,112,25,8,PT28M44S,2018-01-18T15:32:34.000Z
28,lmshhd: 'fDl mshhd `m 2016,JNR6Y60HHP4,9741,44,2,4,PT38M46S,2017-01-04T17:45:20.000Z
29,lywm fy #by_by_sy_trndynG: Hwr #mHmd_bn_slmn_m`_ltlntk  wjdl ltkfyr y`wd l #ljzy'r,Wk6QG6RBcBs,5114,81,15,5,PT29M26S,2018-04-03T15:34:55.000Z
30,by_by_sy_trndynG | #lknys@_msh_llby` w #`Sfh_mnyh_bmnTqh_mkh w mwDy` khr~ shrkwn,ZbNzRyOogvU,2101,50,6,2,PT25M20S,2017-11-16T15:34:11.000Z
31,by_by_sy_trndynG  | # mqtl_`ly_ `bdllh_ SlH   w #lqds_`rby@  w mwDy` khr~ tb`wn,5fj2NZnPGE8,26702,284,33,27,PT29M34S,2017-12-04T15:34:52.000Z
32,llmr@ l'wl~ lq m` mbtkryn jzy'ryyn - 4TECH,Idl5KinyGx4,1218,31,2,1,PT25M38S,2017-07-29T18:00:02.000Z
33,by_by_sy_ trndynG |  nqsm Hwl #`ly_`bdllh_SlH.. bTl 'm mjrm Hrb.. w#lqm@_lkhlyjy@ bdwn z`m,2Km8qWda4Pk,11599,128,12,14,PT29M9S,2017-12-05T15:32:20.000Z
34,'fDl mshhd l`m 2017,QqLwPIeqtC0,2124,30,2,2,PT39M57S,2018-01-05T12:17:38.000Z
35,by_by_sy_trndynG: lmdh tt`rD lSHfyt l`rbyt lst bt`lyqt jnsy@? w #rHmw_lmzr` fy l'rdn,qM_iObUHCd8,4429,85,12,0,PT28M25S,2018-03-08T15:35:33.000Z
36,by_by_sy_trndynG: tfSyl lhn@ lkbyr@ lty tklm `nh #mHmd_SlH wmshrw` #lqdy@ ls`wdy,b7UyJONvgk0,7207,82,14,5,PT29M32S,2018-04-30T15:34:58.000Z
37,fylm wthy'qy - khlf jdrn lSmt,SzVgAitXWdI,174559,338,42,135,PT52M31S,2012-05-15T13:13:40.000Z
38,fr`n@ mSr lm`Srwn: lsdt,WUIjU4foPsM,637295,2962,372,520,PT56M38S,2016-02-01T19:11:36.000Z
39,lmshhd m` lny'b@ hnd lfyz mn l'rdn,iKJs_a2hm6U,8179,64,14,18,PT41M29S,2018-05-07T11:46:27.000Z
40,#by_by_sy_trndynG: #ry'd_SlH #l`nf_fy_lmGrb #lwfr_bw_Zby w mwDy` khr~  shrkwn lHwr,vduVSLWujEs,7023,91,16,6,PT29M5S,2017-11-07T15:33:20.000Z
41,by_by_sy_trndynG: 'zm@ lwqwd fy #lswdn wbTwl@ l`b@ #lblwt fy ls`wdy@ wGyrh mn lmwDy`,4-M4aNJRJVQ,8073,77,19,2,PT29M28S,2018-04-05T15:34:01.000Z
42,lywm fy #by_by_sy_trndynG: lq mHmd bn slmn wtrmb mHT htmm wsy'l ltwSl,aNCwf19QCBQ,7874,96,24,12,PT30M4S,2018-03-21T15:34:35.000Z
43,lfylm lwthy'qy: HSr mk@,hXDQSsLx8qQ,1339924,9001,2354,2338,PT1H,2017-07-11T18:44:58.000Z
44,by_by_sy_trndynG : #jm`@_lGDb Hwl l`lm b`d khTb #trmb w 'Gn~ lqnwt `l~ mwq` #ywtywb l`m 2017,BwS-kOz7ngk,9403,133,14,17,PT30M38S,2017-12-08T15:32:42.000Z
45,by_by_sy_trndynG: Tlq lHwthyyn 7 Swrykh `l~ #ls`wdy@  wmwDy` 'khr~,_Wl4hUnozY0,10880,143,27,42,PT28M51S,2018-03-26T15:32:51.000Z
46,btwqyt mSr : lq m` `Dw nqb@ l'Tb b`d ltqdm bstqlth `trD `l~ Hbs Tbyb lmd@ `m,MdMCx9KO7Jc,1279,26,6,11,PT21M21S,2018-05-20T11:39:28.000Z
47,by_by_sy_trndynG: fytw rwsy ywqf tmdyd mhm@ ljn@ ltHqyq ldwly@ fy #swry@ wmwDy` khr~ shrkwn,Q8LH3hwEewc,5167,96,15,5,PT28M30S,2017-11-17T15:32:14.000Z
48,fy #by_by_sy_trndynG lywm: #bdwn_yHrq_nfsh fy #lkwyt wfttH mdyn@ l`lmyn ljdyd@ fy #mSr,65GOd4JuM8Q,3383,79,8,2,PT29M32S,2018-03-02T15:45:58.000Z
49,by_by_sy_trndynG: lq #mkrwn w #trmb wHml@ mqT`@ llHwm fy #lswdn wmhrjn fn ljdr mn #lmGrb,DzpQhsOXY8Y,4221,53,7,0,PT29M44S,2018-04-25T15:35:12.000Z
0,BBC Arabic Live - lbth lmbshr ltlfzywn by by sy `rby,HxI2TxhhS9A,7625438,0,0,0,PT0S,2017-11-15T17:19:26.000Z
1,"""bl qywd"" m` lsysy lswdny lmkhDrm lSdq lmhdy",tDkfxuwIEPo,3664,83,11,29,PT27M36S,2018-07-22T22:30:00.000Z
2,by_by_sy_trndynG: mHkm@ swdny@ tTlq Tfl@ fy l11 mn zwjh l'rb`yny,3tw-1C8npc4,2793,77,9,46,PT3M10S,2018-07-23T15:38:54.000Z
3,lsbH@ lmSry@ fryd@ hshm: fy mSr yhtmwn bk b`d 'n tHqq njz,stZd-fLiG6w,358,26,3,12,PT2M59S,2018-07-23T16:51:18.000Z
4,"mdh y`ny qrr sry'yl qnwn ""yhwdy@ ldwl@""?",gXWy9IS0w1c,662,10,3,0,PT51M33S,2018-07-23T11:59:06.000Z
5,kyf trSd rwsy ltrshq byn yrn w 'mryk?,JdXQ2Q_LtW8,369,6,1,3,PT2M5S,2018-07-23T14:48:14.000Z
6,mlHdwn `ks ltyr,6UT9hV0N6HA,873,24,16,81,PT52M12S,2018-07-23T08:38:10.000Z
7,lmdh thm lkwytywn  snds lqTn bl`nSry@?,SDTNjC-Bi28,378,6,8,5,PT2M16S,2018-07-23T16:27:05.000Z
8,by_by_sy_trndynG: t`rf `l~ shkl dmy@ 'wlmbyd Twkyw 2020,1yukYx5YyvU,183,3,0,0,PT13S,2018-07-23T16:18:18.000Z
9,"`ly Swfn, `myl l'f by ay llbnny lSl, ytHdth `n mshrkth fy lHrb Dd lq`d@",_fdbqhHrbJc,667,13,4,3,PT10M3S,2018-07-23T06:07:41.000Z
10,by_by_sy_trndynG | #tbwt yktshf fy #lskndry@ y`yd #l`n@_lfr`n@ wyGDb #lmSrywn,ktS39pFLx0I,150545,1255,145,402,PT5M34S,2018-07-20T16:25:25.000Z
11,"by_by_sy_trndynG |  "" mkny lys fy lmTbkh"" sh`r Hml@ #ljzy'r lltDmn m` #rym DHy@ l`td",kzsANGsd_DY,10919,136,83,724,PT6M14S,2018-06-12T16:12:04.000Z
12,"by_by_sy_trndynG:`ndm 'fwz f'n 'lmny..w`ndm 'khsr f'n mhjr"" 'sbb `tzl lnjm ms`wd 'wzyl",1MkENfpnkUQ,1649,58,2,26,PT3M26S,2018-07-23T16:08:01.000Z
13,by_by_sy_trndynG | #str@_Ty'r@ tsmH lmshtryh ltHlyq fy lhw #tknwwjy,DoSHYd6FYLg,10586,163,17,50,PT3M6S,2018-07-20T16:36:32.000Z
14,by_by_sy_trndynG: tHdy kyky yTG~ `l~ mnSt ltwSl..wmdhy`@ trndynG tshrk fyh `l~ Tryqth,vK8VK0nlR88,6726,192,72,97,PT4M11S,2018-07-23T16:19:12.000Z
15,by_by_sy_trndynG: GDb fy #lkwyt b`d ntqd mdwn@ tjmyl mnH l`mlt `Tl@ ywm wHd fy l'sbw`,A31S5PPCP1s,1306,22,7,13,PT6M3S,2018-07-23T16:00:54.000Z
16,by_by_sy_trndynG | #`dnn_'wktr ld`y@ lslmy wnsw'h lrqSt fy qbD@ lshrT@ fy #trky,qsMpwPvU4Fc,477492,4344,728,1864,PT8M2S,2018-07-12T15:56:27.000Z
17,by_by_sy_trndynG: lmdh 'jlt #sry'yl '`D lkhwdh lbyD mn lqnyTr@ lswry@?,9cjmX_i6uso,904,10,3,9,PT5M52S,2018-07-23T16:02:49.000Z
18,ms`wd 'wzyl: ldy qlbn wHd 'lmny wlakhr trky,-m8et9K6dik,297,31,2,5,PT1M15S,2018-07-23T18:14:52.000Z
19,by_by_sy_trndynG | #frns tHSl `l~ lk's wmwqf Tryf@ khll nhy'y #k's_l`lm,EfzBJ6jaJVg,150314,1605,133,408,PT4M46S,2018-07-16T16:22:29.000Z
20,by_by_sy_trndynG | m`lwmt l #by_by_sy tshyr l~ 'n #qTr qd tkwn df`t 'kbr fdy@ fy ltrykh,oTrjLX-VyaM,30928,332,108,218,PT6M42S,2018-07-18T16:26:08.000Z
21,by by sy `rby tzwr mHfl lmswny@ fy bryTny,1_p29eVZq40,357811,4226,1008,1279,PT8M47S,2018-03-13T14:14:25.000Z
22,BBC Arabic Radio documentary: Arab Asylum Seekers in UK,VRhh2idGzqg,42976,92,15,7,PT23M44S,2011-06-03T14:26:51.000Z
23,by_by_sy_trndynG | tSryHt ny'b fy #lrdn `n lmlk w`qylth tthyr jdl fy lbld,EcJHeO5Ks34,83926,481,64,431,PT4M33S,2018-07-19T16:25:00.000Z
24,btwqyt mSr : lq m` 'Hd l`mlyn blmrkb lsyHy@ fy mHfZ@ lbHr l'Hmr,weBdcCB2Hq4,3364,51,10,11,PT13M32S,2018-07-22T15:03:28.000Z
25,by_by_sy_trndynG | nt`rf `l~ lqS@ wr fydyw ltlw@ swr@ #lftH@ `l~ wq` mwsyq~ wlTbwl fy #mSr,JtB-wqOiAVY,21360,171,78,231,PT6M51S,2018-07-18T16:24:12.000Z
26,by_by_sy_trndynG | jywsh wHmy@ stthny'y@ l #trmb 'thn zyrth #lndn...t`rfw `l~ mwkbh,UZIcuZp6Gm8,74463,1448,65,364,PT4M50S,2018-07-13T16:20:15.000Z
27,by_by_sy_trndynG: fy Zhr@ Gryb@ shwTy' ldwmynykn tqdhf balf l'Tnn mn lblstyk,iipfn_gpU6c,221,3,1,1,PT15S,2018-07-23T16:15:02.000Z
28,BBC Arabic TV 2014 03 11 19 06 04,wYxpBbA399c,1012,5,0,0,PT51M57S,2014-05-29T13:00:04.000Z
29,#brwH_ryDy@ mtb`@ lldwry lmsy,nYtlQVcihNk,1044,23,2,1,PT2M4S,2018-07-22T19:34:50.000Z
30,by_by_sy_trndynG:  sbq fryd mn nw`h llsbH@ mn asy l~ 'wrwb,Ldca3Uob3jU,217,3,0,1,PT18S,2018-07-23T16:16:19.000Z
31,qS@ zwj mkhtlT,l5WD7o4Irvs,1583,30,12,10,PT1M12S,2018-07-20T09:32:06.000Z
32,by_by_sy_trndynG | lmdh '`T~ #bwtyn kr@ qdm l #trmb 'thn mHdththm fy fnlnd?,tVz8myLK-cs,48008,318,50,118,PT4M28S,2018-07-17T16:31:46.000Z
33,hl  'Sbt ls`wdy@ 'm 'khT't fy systh fy lymn? brnmj nqT@ Hwr,c7blZPmbmEY,53862,253,93,174,PT51M35S,2017-10-02T11:44:45.000Z
34,by_by_sy_trndynG | #Hmlh_`wnw_lbrlmnyyn llskhry@ mn m`sht '`D #lbrlmn fy #lmGrb,_iMscr6RuNo,27007,372,4,77,PT4M30S,2018-07-19T16:27:15.000Z
35,hl Hq 'n lnjm lsbny nTwnyw bndyrs ynHdr mn Swl `rby@?,2ikWDl1zHCw,2545,44,6,8,PT10M4S,2018-07-19T12:40:12.000Z
36,"lfylm lwthy'qy ""'slH@ lmrqb@ lshml@""",qV8IcI58iHM,175876,1526,311,299,PT46M32S,2017-06-30T17:37:36.000Z
37,`n qrb: lsHr ldhy srq lbnk,q7KbHmBd2dg,1012101,4477,959,822,PT52M54S,2018-02-27T20:00:02.000Z
38,"""bl qywd"" m` lktb@ wlrwy'y@ lmSry@ nwl ls`dwy",Ovr2_fUUDMU,61237,861,394,923,PT25M50S,2018-07-01T22:45:00.000Z
39,by_by_sy_trndynG | jdl bsh'n #fydyw yZhr 'Hd ms`dy #lry'ys_lfrnsy l'mnyyn yDrb mtZhr,vkp_SJ5f0Hg,14056,193,8,39,PT4M41S,2018-07-20T16:29:47.000Z
40,by_by_sy_trndynG | rb`@ wthmnyn mlywn dwlr ydf`h fryq #lyfrbwl l #Hrs_mrm~ lmwsm lqdm,Uv2G0LkO6Vs,5419,114,9,15,PT3M35S,2018-07-20T16:27:57.000Z
41,by_by_sy_trndynG |#ryD_mHrz ySTHb mh ltwqy` Sfqth ljdyd@ m` #mnshstr_syty,35NCSMuqXH8,69657,1269,29,375,PT4M34S,2018-07-12T16:06:20.000Z
42,by_by_sy_trndynG: kyf skhr lmSrywn mn 'wtwbys lmntkhb lwTny? #mSr #lmwndyl,BeatJ9UR_u4,856968,8371,1569,2173,PT3M37S,2018-05-30T16:12:39.000Z
43,by_by_sy_trndynG: jzy'ry yt`r~ fwq syrth Htjj `l~ sHb rkhS@ lqyd@  #ljzy'r,Na6x4Ybn0qU,1060940,3139,1853,1786,PT2M44S,2018-04-17T15:53:21.000Z
44,by_by_sy_trndynG | t`rfw `l~ qnwn ll`b lnZyf ldhy 'khrj #lsnGl w 'hl #lybn fy lmwndyl,XpAoRgydYYo,35994,572,36,147,PT4M6S,2018-06-29T16:31:08.000Z
45,kyf 'SbHt 'SGr 'frd `y'l@ krdshyn 'kthrhm dkhlan?,jPrxbNClo9M,7485,102,25,38,PT2M5S,2018-07-21T18:41:42.000Z
46,by_by_sy_trndynG | zwj #m`z_ms`wd mn lfnn@ #shyry_`dl fy #mSr,LnvbC4zdolM,198550,1101,198,571,PT2M7S,2018-07-13T16:13:11.000Z
47,by_by_sy_trndynG | kyf ntqm nshT mn #trmb b`d tSryHth Hwl lmhjryn,z-bloOXrrhk,43495,505,35,43,PT3M51S,2018-01-15T17:25:19.000Z
48,#by_by_sy_trndynG | SHb Hml@ #kn_rjl  yfsr sbb wqwfh Dd lbs #lns thyb fDH@,k2UZzhVmItI,20499,302,61,333,PT7M56S,2018-07-18T16:26:42.000Z
49,"""ftn@ `l~ Dff djl@""",6AEhg8kaaWw,38413,780,48,252,PT56M10S,2018-03-27T18:46:08.000Z
0,BBC Arabic Live - lbth lmbshr ltlfzywn by by sy `rby,HxI2TxhhS9A,7625461,0,0,0,PT0S,2017-11-15T17:19:26.000Z
1,by_by_sy_trndynG: tHdy kyky yTG~ `l~ mnSt ltwSl..wmdhy`@ trndynG tshrk fyh `l~ Tryqth,vK8VK0nlR88,6726,193,73,97,PT4M11S,2018-07-23T16:19:12.000Z
2,"by_by_sy_trndynG:`ndm 'fwz f'n 'lmny..w`ndm 'khsr f'n mhjr"" 'sbb `tzl lnjm ms`wd 'wzyl",1MkENfpnkUQ,1649,58,2,26,PT3M26S,2018-07-23T16:08:01.000Z
3,by_by_sy_trndynG: GDb fy #lkwyt b`d ntqd mdwn@ tjmyl mnH l`mlt `Tl@ ywm wHd fy l'sbw`,A31S5PPCP1s,1306,22,7,13,PT6M3S,2018-07-23T16:00:54.000Z
4,by_by_sy_trndynG: mHkm@ swdny@ tTlq Tfl@ fy l11 mn zwjh l'rb`yny,3tw-1C8npc4,2796,77,9,46,PT3M10S,2018-07-23T15:38:54.000Z
5,by_by_sy_trndynG: lmdh 'jlt #sry'yl '`D lkhwdh lbyD mn lqnyTr@ lswry@?,9cjmX_i6uso,905,10,3,9,PT5M52S,2018-07-23T16:02:49.000Z
6,by_by_sy_trndynG | jdl bsh'n #fydyw yZhr 'Hd ms`dy #lry'ys_lfrnsy l'mnyyn yDrb mtZhr,vkp_SJ5f0Hg,14056,193,8,39,PT4M41S,2018-07-20T16:29:47.000Z
7,btwqyt mSr : lq m` 'Hd l`mlyn blmrkb lsyHy@ fy mHfZ@ lbHr l'Hmr,weBdcCB2Hq4,3364,51,10,11,PT13M32S,2018-07-22T15:03:28.000Z
8,by_by_sy_trndynG | #str@_Ty'r@ tsmH lmshtryh ltHlyq fy lhw #tknwwjy,DoSHYd6FYLg,10586,163,17,50,PT3M6S,2018-07-20T16:36:32.000Z
9,by_by_sy_trndynG | #tbwt yktshf fy #lskndry@ y`yd #l`n@_lfr`n@ wyGDb #lmSrywn,ktS39pFLx0I,150545,1255,145,402,PT5M34S,2018-07-20T16:25:25.000Z
10,ms`wd 'wzyl: ldy qlbn wHd 'lmny wlakhr trky,-m8et9K6dik,298,31,2,5,PT1M15S,2018-07-23T18:14:52.000Z
11,by_by_sy_trndynG | rb`@ wthmnyn mlywn dwlr ydf`h fryq #lyfrbwl l #Hrs_mrm~ lmwsm lqdm,Uv2G0LkO6Vs,5419,114,9,15,PT3M35S,2018-07-20T16:27:57.000Z
12,by_by_sy_trndynG | #Hmlh_`wnw_lbrlmnyyn llskhry@ mn m`sht '`D #lbrlmn fy #lmGrb,_iMscr6RuNo,27007,372,4,77,PT4M30S,2018-07-19T16:27:15.000Z
13,by_by_sy_trndynG | tSryHt ny'b fy #lrdn `n lmlk w`qylth tthyr jdl fy lbld,EcJHeO5Ks34,83932,481,64,431,PT4M33S,2018-07-19T16:25:00.000Z
14,by_by_sy_trndynG: fy Zhr@ Gryb@ shwTy' ldwmynykn tqdhf balf l'Tnn mn lblstyk,iipfn_gpU6c,221,3,1,1,PT15S,2018-07-23T16:15:02.000Z
15,by_by_sy_trndynG:  sbq fryd mn nw`h llsbH@ mn asy l~ 'wrwb,Ldca3Uob3jU,217,3,0,1,PT18S,2018-07-23T16:16:19.000Z
16,by_by_sy_trndynG: t`rf `l~ shkl dmy@ 'wlmbyd Twkyw 2020,1yukYx5YyvU,183,3,0,0,PT13S,2018-07-23T16:18:18.000Z
17,lsbH@ lmSry@ fryd@ hshm: fy mSr yhtmwn bk b`d 'n tHqq njz,stZd-fLiG6w,358,26,3,12,PT2M59S,2018-07-23T16:51:18.000Z
18,"mdh y`ny qrr sry'yl qnwn ""yhwdy@ ldwl@""?",gXWy9IS0w1c,662,10,3,0,PT51M33S,2018-07-23T11:59:06.000Z
19,by_by_sy_trndynG | m`lwmt l #by_by_sy tshyr l~ 'n #qTr qd tkwn df`t 'kbr fdy@ fy ltrykh,oTrjLX-VyaM,30928,332,108,218,PT6M42S,2018-07-18T16:26:08.000Z
20,#by_by_sy_trndynG | SHb Hml@ #kn_rjl  yfsr sbb wqwfh Dd lbs #lns thyb fDH@,k2UZzhVmItI,20499,302,61,333,PT7M56S,2018-07-18T16:26:42.000Z
21,by_by_sy_trndynG | db fy HwD sbH@ fy #lws_'njylys,2W0KEt6luQ4,1670,41,3,8,PT1M21S,2018-07-19T16:14:58.000Z
22,by_by_sy_trndynG | nt`rf `l~ lqS@ wr fydyw ltlw@ swr@ #lftH@ `l~ wq` mwsyq~ wlTbwl fy #mSr,JtB-wqOiAVY,21364,171,78,231,PT6M51S,2018-07-18T16:24:12.000Z
23,by_by_sy_trndynG | #frns tHSl `l~ lk's wmwqf Tryf@ khll nhy'y #k's_l`lm,EfzBJ6jaJVg,150315,1605,133,408,PT4M46S,2018-07-16T16:22:29.000Z
24,by_by_sy_trndynG | ntHdth l~ mGny #lrb l`rqy `n 'Gnyth #hdh_l`rq,pKslEvonfUE,2048,41,2,14,PT5M27S,2018-07-20T16:32:25.000Z
25,qS@ zwj mkhtlT,l5WD7o4Irvs,1583,30,12,10,PT1M12S,2018-07-20T09:32:06.000Z
26,by_by_sy_trndynG | shb@ tnqdh #qrsh `lq fy #lSkhwr fy #lwlyt_lmtHd@,dciOCqIUZr8,2570,27,2,8,PT21S,2018-07-20T16:35:13.000Z
27,lfylm lwthy'qy lymn: lHrb lkhfy@,avuMFUU-JCU,171072,1038,593,503,PT26M31S,2015-10-05T16:55:41.000Z
28,by_by_sy_trndynG | lmdh '`T~ #bwtyn kr@ qdm l #trmb 'thn mHdththm fy fnlnd?,tVz8myLK-cs,48008,318,50,118,PT4M28S,2018-07-17T16:31:46.000Z
29,by_by_sy_trndynG | mbdr@ twld mn rHm lHrwb,qeJJZaVhxg4,2230,39,2,11,PT5M55S,2018-07-20T16:38:52.000Z
30,by_by_sy_trndynG | zwj #m`z_ms`wd mn lfnn@ #shyry_`dl fy #mSr,LnvbC4zdolM,198551,1101,198,571,PT2M7S,2018-07-13T16:13:11.000Z
31,btwqyt mSr : mqbl@ m` `D jm`y@ lnqdh lbHry wHmy@ lbyy'@ blbHr l'Hmr,x_4Zhn7FESs,404,9,1,1,PT12M34S,2018-07-21T11:19:06.000Z
32,by_by_sy_trndynG | Swr@ sylfy l'bw tryk@ m` mshj` sry'yly ttHwl `l~ twytr l~ #tTby`_ryDy,d2ag0ryfJAM,176477,2615,166,827,PT4M43S,2018-07-04T16:30:26.000Z
33,by_by_sy_trndynG | mw'tmr #kwmykwn l`lmy ystDyf lalf mn mHby #lqSS_lmSwr@,FUPFRkoOugE,386,5,0,0,PT21S,2018-07-20T16:24:23.000Z
34,by_by_sy_trndynG | jywsh wHmy@ stthny'y@ l #trmb 'thn zyrth #lndn...t`rfw `l~ mwkbh,UZIcuZp6Gm8,74463,1448,65,364,PT4M50S,2018-07-13T16:20:15.000Z
35,by_by_sy_trndynG |#ryD_mHrz ySTHb mh ltwqy` Sfqth ljdyd@ m` #mnshstr_syty,35NCSMuqXH8,69657,1269,29,375,PT4M34S,2018-07-12T16:06:20.000Z
36,by_by_sy_trndynG | #lywm_l`lmy_llymwjy: t`rf `l~ qS@ #lymwjy lty ntshrt,X3_CRJ4Z8sI,1977,31,1,19,PT3M55S,2018-07-17T16:24:44.000Z
37,by_by_sy_trndynG | lHtfl b`yd myld nth~ #fyl b #'wkrny,-1r40Sf6w9Q,617,9,2,2,PT21S,2018-07-20T16:30:58.000Z
38,by_by_sy_trndynG | shhdt jm`y@ mzwr@ mn #mSr llrGbyn fy #lkwyt,ljRXBhNrgT4,8329,112,16,76,PT8M46S,2018-07-19T16:26:02.000Z
39,mlHdwn `ks ltyr,6UT9hV0N6HA,873,24,16,81,PT52M12S,2018-07-23T08:38:10.000Z
40,"""ftn@ `l~ Dff djl@""",6AEhg8kaaWw,38413,780,48,252,PT56M10S,2018-03-27T18:46:08.000Z
41,by_by_sy_trndynG | l`td `l~ Tfl 'fryqy fy #ljzy'r fy fydyw 'thr tf`l sysy wsh`by,NtAKrDUkUMU,63157,907,192,1293,PT7M49S,2018-07-13T16:06:37.000Z
42,btwqyt mSr : lq m` d.Hzm Hsny.,jhEyj92Jhf0,5211,130,12,21,PT20M16S,2018-06-16T17:26:51.000Z
43,by_by_sy_trndynG | lhnwd ystkhdmwn #l'lwn ltHsyn Hlthm lnfsy@ #lhnd,Xk8W8Vurz8k,390,12,0,2,PT1M25S,2018-07-17T16:22:36.000Z
44,by_by_sy_trndynG | twSl Htjjt #l`rq wtf`l tHt hshtG #thwr@_ljy`,EIkzs37eiJo,22953,460,22,229,PT6M40S,2018-07-16T16:18:31.000Z
45,"ymnywn yhrbwn l~ ""ljn@""",ClhgGj54Mpc,1088,47,6,8,PT2M33S,2018-07-20T15:06:51.000Z
46,by_by_sy_trndynG | #blfdyw:qry@ fy #ndwnsy tntqm mn 300 tmsH,JHSO0m2HtPw,2475,39,1,15,PT33S,2018-07-17T16:26:23.000Z
47,by_by_sy_trndynG | m`Tf mylny #trmb ysbb 'zm@ tsw'l wntqdt,wlbrV6RfdxE,81581,445,72,149,PT4M43S,2018-06-22T15:44:23.000Z
48,by_by_sy_trndynG | Hml@ fy #twns lmqT`@ #mhrjn_qrTj bsbb 'jwr fnnyn mthl mjd@ lrwmy wkZm,LOn3zh80xVM,49669,638,62,530,PT7M24S,2018-07-10T15:46:08.000Z
49,by_by_sy_trndynG | kyf ntqm nshT mn #trmb b`d tSryHth Hwl lmhjryn,z-bloOXrrhk,43495,505,36,43,PT3M51S,2018-01-15T17:25:19.000Z
0,by_by_sy_trndynG | #tbwt yktshf fy #lskndry@ y`yd #l`n@_lfr`n@ wyGDb #lmSrywn,ktS39pFLx0I,150569,1255,145,403,PT5M34S,2018-07-20T16:25:25.000Z
1,"by_by_sy_trndynG |  "" mkny lys fy lmTbkh"" sh`r Hml@ #ljzy'r lltDmn m` #rym DHy@ l`td",kzsANGsd_DY,10919,136,83,724,PT6M14S,2018-06-12T16:12:04.000Z
